"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_13595","musicbrainz_7936","0.0",,"there goes my baby","the great hendowski","there goes my baby","the great hendowski","0.0","0.0","usher","of mice & men","usher","of mice & men","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7187","musicbrainz_15999","0.0",,"million miles","mission","million miles","mission","0.0","0.0","kody west","amorphis","kody west","amorphis","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12907","musicbrainz_31976","0.0",,"thoughts from a balcony","the agency group","thoughts from a balcony","the agency group","0.0","0.0","mac miller","alvvays","mac miller","alvvays","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16109","musicbrainz_848","0.0",,"misty","miracle cure","misty","miracle cure","0.0","0.0","caamp","the who","caamp","the who","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14994","musicbrainz_26947","0.0",,"girls just want to have fun","girl in amber","girls just want to have fun","girl in amber","0.0","0.0","cyndi lauper","nick cave & the bad seeds","cyndi lauper","nick cave & the bad seeds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17340","musicbrainz_14680","0.0",,"motiv8","moonchild","motiv8","moonchild","0.0","0.0","j. cole","king crimson","j. cole","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7046","musicbrainz_24706","0.0",,"the way you'd love her","the immigrant song (alternate mix)","the way you'd love her","the immigrant song (alternate mix)","0.0","0.0","mac demarco","led zeppelin","mac demarco","led zeppelin","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18041","musicbrainz_30294","0.0",,"get ugly","gemini iii","get ugly","gemini iii","0.0","0.0","jason derulo","the gathering","jason derulo","the gathering","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15497","musicbrainz_17068","0.0",,"everybody business","every drop of rain","everybody business","every drop of rain","0.0","0.0","kehlani","fatboy slim","kehlani","fatboy slim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18612","musicbrainz_4816","0.0",,"double-wide dream","doctor diamond (surround mix)","double-wide dream","doctor diamond (surround mix)","0.0","0.0","casey donahew","king crimson","casey donahew","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12320","musicbrainz_18275","0.0",,"boo'd up","boom there we go again","boo'd up","boom there we go again","0.0","0.0","ella mai","funkadelic","ella mai","funkadelic","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12593","musicbrainz_23966","0.0",,"lonely if you are","look outside","lonely if you are","look outside","0.0","0.0","chase rice","iamx","chase rice","iamx","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9642","musicbrainz_132","0.0",,"mowgli's road","mower","mowgli's road","mower","0.0","0.0","marina","superchunk","marina","superchunk","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2289","musicbrainz_16102","0.03636363636363637",,"white flag (feat. bashy, kano and the national orchestra for arabic music)","when it all comes down (abridged version)","white flag (feat. bashy, kano and the national orchestra for arabic music)","when it all comes down (abridged version)","0.0","0.0","gorillaz,  bashy,  kano,  the national orchestra for arabic music","the icicle works","gorillaz,  bashy,  kano,  the national orchestra for arabic music","the icicle works","0.09090909090909091","0.09090909090909091"
"LinearCombinationMatchingRule","spotify_17559","musicbrainz_61","0.0",,"the story","thousands of guitars","the story","thousands of guitars","0.0","0.0","conan gray","juliana hatfield","conan gray","juliana hatfield","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3574","musicbrainz_824","0.0",,"willow","wizardry (demo)","willow","wizardry (demo)","0.0","0.0","jasmine thompson","the who","jasmine thompson","the who","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14346","musicbrainz_5137","0.0",,"mirrors on the ceiling","midnight walking","mirrors on the ceiling","midnight walking","0.0","0.0","mike.","simple minds","mike.","simple minds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20266","musicbrainz_1348","0.0",,"suncity (feat. empress of)","sucking my love","suncity (feat. empress of)","sucking my love","0.0","0.0","khalid,  empress of","diamond head","khalid,  empress of","diamond head","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7696","musicbrainz_23354","0.0",,"el poeta","el lamento de las cabras","el poeta","el lamento de las cabras","0.0","0.0","chino & nacho","corrosion of conformity","chino & nacho","corrosion of conformity","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6471","musicbrainz_20629","0.0",,"rock and roll girls","rococo","rock and roll girls","rococo","0.0","0.0","john fogerty","arcade fire","john fogerty","arcade fire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11923","musicbrainz_27100","0.0",,"always forever","all the things she said (edit)","always forever","all the things she said (edit)","0.0","0.0","cults","simple minds","cults","simple minds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18795","musicbrainz_11499","0.0",,"come with me - radio mix","cool it down","come with me - radio mix","cool it down","0.0","0.0","nora en pure","the velvet underground","nora en pure","the velvet underground","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9381","musicbrainz_12836","0.0",,"the american nightmare","the desert babbler","the american nightmare","the desert babbler","0.0","0.0","ice nine kills","iron & wine","ice nine kills","iron & wine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15061","musicbrainz_31565","0.0",,"think a little less","the mincer","think a little less","the mincer","0.0","0.0","michael ray","king crimson","michael ray","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19281","musicbrainz_19975","0.0",,"the story never ends","this ladder is ours","the story never ends","this ladder is ours","0.0","0.0","lauv","the joy formidable","lauv","the joy formidable","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1113","musicbrainz_33344","0.0",,"stuttering","storms","stuttering","storms","0.0","0.0","fefe dobson","wolf alice","fefe dobson","wolf alice","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11023","musicbrainz_21499","0.0",,"drunk on a plane","dre","drunk on a plane","dre","0.0","0.0","dierks bentley","warpaint","dierks bentley","warpaint","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14849","musicbrainz_8176","0.0",,"animals","anthem for doomed youth","animals","anthem for doomed youth","0.0","0.0","martin garrix","the libertines","martin garrix","the libertines","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20375","musicbrainz_4434","0.0",,"when i was older - music inspired by the film roma","what are you so scared of?","when i was older - music inspired by the film roma","what are you so scared of?","0.0","0.0","billie eilish","tonight alive","billie eilish","tonight alive","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4408","musicbrainz_20690","0.0",,"in the fade/feel good hit of the summer (reprise)","in the silence of the grave","in the fade/feel good hit of the summer (reprise)","in the silence of the grave","0.0","0.0","queens of the stone age","vulcano","queens of the stone age","vulcano","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15601","musicbrainz_13060","0.0",,"the son of flynn","the fly (take 4)","the son of flynn","the fly (take 4)","0.0","0.0","daft punk","small faces","daft punk","small faces","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13658","musicbrainz_20641","0.0",,"the fighter (feat. ryan tedder)","the suburbs (continued)","the fighter (feat. ryan tedder)","the suburbs (continued)","0.0","0.0","gym class heroes","arcade fire","gym class heroes","arcade fire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13042","musicbrainz_6801","0.0",,"brooklyn baby","brotherhood of the snake","brooklyn baby","brotherhood of the snake","0.0","0.0","lana del rey","testament","lana del rey","testament","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2560","musicbrainz_3528","0.0",,"the game of love","thinking machine","the game of love","thinking machine","0.0","0.0","daft punk","they might be giants","daft punk","they might be giants","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4830","musicbrainz_1545","0.0",,"can't do without you","cain","can't do without you","cain","0.0","0.0","caribou","tiamat","caribou","tiamat","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6641","musicbrainz_15877","0.0",,"the king is coming","thief in the night","the king is coming","thief in the night","0.0","0.0","newsboys","trouble","newsboys","trouble","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10952","musicbrainz_24853","0.0",,"all me","alcohol (live at carnegie hall)","all me","alcohol (live at carnegie hall)","0.0","0.0","drake,  2 chainz,  big sean","the kinks","drake,  2 chainz,  big sean","the kinks","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11125","musicbrainz_10336","0.0",,"complicated","coming through","complicated","coming through","0.0","0.0","""olivia obrien""","cat power","""olivia obrien""","cat power","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2228","musicbrainz_7349","0.0",,"perra soledad","perpetual change (2014 instrumental mix)","perra soledad","perpetual change (2014 instrumental mix)","0.0","0.0","tierra cali","yes","tierra cali","yes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14465","musicbrainz_894","0.0",,"dear society","det överexponerade gömstället","dear society","det överexponerade gömstället","0.0","0.0","madison beer","bob hund","madison beer","bob hund","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12159","musicbrainz_20983","0.0",,"state of my head","storm thorgerson short film, 2000","state of my head","storm thorgerson short film, 2000","0.0","0.0","shinedown","pink floyd","shinedown","pink floyd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17766","musicbrainz_21194","0.0",,"half time","handle with care","half time","handle with care","0.0","0.0","amy winehouse","kid cudi","amy winehouse","kid cudi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1798","musicbrainz_19601","0.0",,"where's my love - acoustic","why is it so hard","where's my love - acoustic","why is it so hard","0.0","0.0","syml","talk talk","syml","talk talk","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12907","musicbrainz_1178","0.0",,"thoughts from a balcony","the waist and the knees (rough mix w/ alternate vocal)","thoughts from a balcony","the waist and the knees (rough mix w/ alternate vocal)","0.0","0.0","mac miller","game theory","mac miller","game theory","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16512","musicbrainz_8418","0.0",,"those kinda nights (feat. ed sheeran)","the hedonist","those kinda nights (feat. ed sheeran)","the hedonist","0.0","0.0","eminem,  ed sheeran","the house of love","eminem,  ed sheeran","the house of love","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10868","musicbrainz_9499","0.0",,"super rich kids","sugar lips","super rich kids","sugar lips","0.0","0.0","frank ocean,  earl sweatshirt","sworn in","frank ocean,  earl sweatshirt","sworn in","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12129","musicbrainz_24792","0.0",,"heavydirtysoul","heaven or las vegas","heavydirtysoul","heaven or las vegas","0.0","0.0","twenty one pilots","cocteau twins","twenty one pilots","cocteau twins","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17673","musicbrainz_22993","0.0",,"this is country music","this is the preamble (tudor barn album rehearsal)","this is country music","this is the preamble (tudor barn album rehearsal)","0.0","0.0","brad paisley","xtc","brad paisley","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5240","musicbrainz_6480","0.0",,"bust down cartier","build us a rocket then…","bust down cartier","build us a rocket then…","0.0","0.0","lil mosey","oceansize","lil mosey","oceansize","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11189","musicbrainz_18886","0.0",,"heartache on the dance floor","hey jealousy","heartache on the dance floor","hey jealousy","0.0","0.0","jon pardi","gin blossoms","jon pardi","gin blossoms","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14384","musicbrainz_4202","0.0",,"lottery (renegade)","love or prison","lottery (renegade)","love or prison","0.0","0.0","k camp","blonde redhead","k camp","blonde redhead","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2781","musicbrainz_6373","0.0",,"throw shade","thanks for nothing","throw shade","thanks for nothing","0.0","0.0","cruisr","go radio","cruisr","go radio","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18063","musicbrainz_16702","0.0",,"blessings (feat. jamila woods)","blues is loss","blessings (feat. jamila woods)","blues is loss","0.0","0.0","chance the rapper,  jamila woods","polvo","chance the rapper,  jamila woods","polvo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8950","musicbrainz_8468","0.0",,"let us be","les torrents défendus","let us be","les torrents défendus","0.0","0.0","sammielz","nile rodgers","sammielz","nile rodgers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6521","musicbrainz_20509","0.0",,"hoy lo siento","hoochie coochie man (5.1 mix)","hoy lo siento","hoochie coochie man (5.1 mix)","0.0","0.0","zion & lennox,  tony dize","the allman brothers band","zion & lennox,  tony dize","the allman brothers band","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13385","musicbrainz_19908","0.0",,"in my blood","inertia","in my blood","inertia","0.0","0.0","shawn mendes","blur","shawn mendes","blur","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6607","musicbrainz_10227","0.0",,"look at me fly","lost creek","look at me fly","lost creek","0.0","0.0","stoney larue","bad books","stoney larue","bad books","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10933","musicbrainz_7732","0.0",,"new flesh","neckbrace","new flesh","neckbrace","0.0","0.0","current joys","ratatat","current joys","ratatat","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20154","musicbrainz_26190","0.0",,"the way life goes (feat. nicki minaj & oh wonder) - remix","the devil's back","the way life goes (feat. nicki minaj & oh wonder) - remix","the devil's back","0.0","0.0","lil uzi vert,  nicki minaj,  oh wonder","the pretty reckless","lil uzi vert,  nicki minaj,  oh wonder","the pretty reckless","0.0","0.0"
