"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Producer","1.0","Producer-{dbpedia_1681}","{Snoop Dogg,Sean Douglas,Jason Derulo,John Ryan,Ricky Reed}","Snoop Dogg,Sean Douglas,Jason Derulo,John Ryan,Ricky Reed",,
"Duration","1.0","Duration-{spotify_15215}","{197640.0}","197640.0",,
"Album","0.75","Album-{musicbrainz_13485|musicbrainz_13478|dbpedia_1905|dbpedia_2959}","{Cry Baby|Cry Baby|Cry Baby|Cry Baby}","Cry Baby",,
"Album","1.0","Album-{musicbrainz_25545|musicbrainz_6608}","{Beyond Hell / Above Heaven|Beyond Hell / Above Heaven}","Beyond Hell / Above Heaven",,
"Artist","0.5","Artist-{spotify_15851|musicbrainz_32383}","{[Falling In Reverse]|[Falling In Reverse]}","[Falling In Reverse]",,
"Duration","1.0","Duration-{spotify_12715}","{266987.0}","266987.0",,
"Artist","1.0","Artist-{dbpedia_6656|musicbrainz_12672|musicbrainz_12684}","{[Alkaline Trio]|[Alkaline Trio]|[Alkaline Trio]}","[Alkaline Trio]",,
"Writer","1.0","Writer-{dbpedia_6707}","{David Sneddon,Jonas Quant}","David Sneddon,Jonas Quant",,
"Album","1.0","Album-{dbpedia_3857}","{Life Is Good}","Life Is Good",,
"Name","0.5","Name-{musicbrainz_28729|spotify_14111}","{Daft Pretty Boys|Daft Pretty Boys}","Daft Pretty Boys",,
"RecordLabel","1.0","RecordLabel-{dbpedia_87}","{Bright Antenna}","Bright Antenna",,
"Writer","0.5","Writer-{dbpedia_11336|dbpedia_7203}","{Shakira|Shakira}","Shakira",,
"Name","0.3333333333333333","Name-{musicbrainz_21321|spotify_11928|dbpedia_6174}","{Afraid|Afraid|Afraid (The Neighbourhood song)}","Afraid",,
"Artist","0.0","Artist-{dbpedia_1888|spotify_1274|dbpedia_4177}","{[Laidback Luke]|[Steve Aoki, Laidback Luke, Lil Jon]|[Steve Aoki]}","[Steve Aoki, Laidback Luke, Lil Jon]",,
"Year","0.5","Year-{musicbrainz_29685|spotify_4374}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","0.3333333333333333","Year-{spotify_1390|musicbrainz_20902|dbpedia_6737}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Duration","1.0","Duration-{spotify_12714}","{228160.0}","228160.0",,
"Year","0.0","Year-{spotify_4731|musicbrainz_16746}","{2013-01-01T00:00|2010-01-01T00:00}","2013-01-01T00:00",,
"Duration","0.6666666666666666","Duration-{musicbrainz_25556|musicbrainz_25563|spotify_13874}","{267000.0|267000.0|267680.0}","267226.6666666667",,
"Album","1.0","Album-{musicbrainz_9938|musicbrainz_9948}","{Lunch, Recess , Detention|Lunch, Recess , Detention}","Lunch, Recess , Detention",,
"Name","0.3333333333333333","Name-{musicbrainz_12447|dbpedia_4669|musicbrainz_27373|musicbrainz_27362|spotify_14761|musicbrainz_12468}","{Lost in the Echo|Lost in the Echo|Lost in the Echo (acapella)|Lost in the Echo (instrumental)|LOST IN THE ECHO|Lost in the Echo (live in LA 9.8.12)}","Lost in the Echo",,
"Writer","1.0","Writer-{dbpedia_4307}","{Jeremy Stover}","Jeremy Stover",,
"Name","0.0","Name-{spotify_15036|spotify_6999|dbpedia_6237}","{Something About You - ODESZA Remix|Something About You|Something About You (Hayden James song)}","Something About You",,
"Year","0.75","Year-{dbpedia_949|musicbrainz_2437|musicbrainz_20757|musicbrainz_2450}","{2012-01-01T00:00|2011-01-01T00:00|2012-01-01T00:00|2011-01-01T00:00}","2012-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_5948}","{Hip hop}","Hip hop",,
"Artist","1.0","Artist-{spotify_634|dbpedia_9471}","{[Thomas Rhett]|[Thomas Rhett]}","[Thomas Rhett]",,
"Artist","0.5","Artist-{musicbrainz_30130|spotify_8656}","{[Mother Mother]|[Mother Mother]}","[Mother Mother]",,
"Year","0.6666666666666666","Year-{spotify_1697|dbpedia_6846|spotify_15175}","{2016-01-01T00:00|2015-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Artist","1.0","Artist-{dbpedia_3411|spotify_11141}","{[Tim Mcgraw]|[Tim Mcgraw]}","[Tim Mcgraw]",,
"Duration","0.5","Duration-{spotify_5615|musicbrainz_23988}","{256933.0|256000.0}","256466.5",,
"Year","1.0","Year-{dbpedia_8995|spotify_19926}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Artist","0.3333333333333333","Artist-{spotify_17008|musicbrainz_8084|dbpedia_1240}","{[Seether]|[Seether]|[Seether]}","[Seether]",,
"Duration","1.0","Duration-{spotify_1141}","{249253.0}","249253.0",,
"Artist","0.0","Artist-{dbpedia_6852|spotify_8075}","{[Cashmere Cat]|[Cashmere Cat, Ariana Grande]}","[Ariana Grande, Cashmere Cat]",,
"Artist","0.5","Artist-{spotify_8592|musicbrainz_7209}","{[Motionless In White]|[Motionless In White]}","[Motionless In White]",,
"Artist","0.5","Artist-{dbpedia_6276|spotify_13875}","{[One Direction]|[One Direction]}","[One Direction]",,
"Album","1.0","Album-{dbpedia_10344}","{Cleopatra}","Cleopatra",,
"Artist","0.0","Artist-{spotify_403|dbpedia_3047|musicbrainz_16998}","{[Bleachers, The Vamps]|[The Vamps]|[Bleachers]}","[Bleachers, The Vamps]",,
"Duration","1.0","Duration-{spotify_17871}","{254867.0}","254867.0",,
"Year","1.0","Year-{dbpedia_3848|spotify_11162}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_5949}","{Traditional folk music,Alternative country}","Traditional folk music,Alternative country",,
"Artist","0.5","Artist-{spotify_15721|dbpedia_5237}","{[Amy Winehouse]|[Amy Winehouse]}","[Amy Winehouse]",,
"Artist","0.75","Artist-{dbpedia_2648|spotify_16697|musicbrainz_26643|musicbrainz_26614}","{[Bombay Bicycle Club]|[Bombay Bicycle Club]|[Bombay Bicycle Club]|[Bombay Bicycle Club]}","[Bombay Bicycle Club]",,
"Artist","0.0","Artist-{dbpedia_145|spotify_13143}","{[Action Bronson]|[Action Bronson, Chance The Rapper]}","[Action Bronson, Chance The Rapper]",,
"Artist","0.0","Artist-{spotify_3648|dbpedia_2333|spotify_6871|dbpedia_1051}","{[A Great Big World, Christina Aguilera]|[Christina Aguilera]|[Pentatonix, A Great Big World, Christina Aguilera]|[A Great Big World]}","[Pentatonix, A Great Big World, Christina Aguilera]",,
"Name","1.0","Name-{musicbrainz_30478|spotify_18531}","{Good to You|Good To You}","Good to You",,
"Genre","1.0","Genre-{dbpedia_8443}","{Indie pop}","Indie pop",,
"Producer","1.0","Producer-{dbpedia_929}","{Reginald Arvizu,Ray Luzier,James ""Munky"" Shaffer,Ross Robinson,Jonathan Davis,James Shaffer}","Reginald Arvizu,Ray Luzier,James ""Munky"" Shaffer,Ross Robinson,Jonathan Davis,James Shaffer",,
"Name","1.0","Name-{musicbrainz_24458|spotify_19063}","{She’s American|She's American}","She’s American",,
"Name","0.0","Name-{dbpedia_4079|spotify_14651}","{Express (Christina Aguilera song)|Express - Burlesque Original Motion Picture Soundtrack}","Express (Christina Aguilera song)",,
"Duration","1.0","Duration-{spotify_1142}","{216867.0}","216867.0",,
"Artist","1.0","Artist-{spotify_7593|dbpedia_8690}","{[Keyshia Cole]|[Keyshia Cole]}","[Keyshia Cole]",,
"Year","0.5","Year-{spotify_11231|dbpedia_2382}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Writer","1.0","Writer-{dbpedia_6704}","{Charlie Puth,DJ Frank E}","Charlie Puth,DJ Frank E",,
"Name","0.5","Name-{musicbrainz_29691|spotify_5800}","{Disasterology|Disasterology}","Disasterology",,
"RecordLabel","1.0","RecordLabel-{dbpedia_583}","{Interscope Records,Shady Records}","Interscope Records,Shady Records",,
"Name","0.5","Name-{musicbrainz_12868|spotify_7723}","{Gangsta Sexy|Gangsta Sexy}","Gangsta Sexy",,
"Writer","1.0","Writer-{dbpedia_4305}","{Tony Brown,George Strait}","Tony Brown,George Strait",,
"Writer","1.0","Writer-{dbpedia_7067}","{Brian Kennedy,Dann Huff}","Brian Kennedy,Dann Huff",,
"RecordLabel","1.0","RecordLabel-{dbpedia_82}","{Beady Eye}","Beady Eye",,
"Year","1.0","Year-{dbpedia_2777|spotify_15722}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Name","0.0","Name-{spotify_12095|dbpedia_3034}","{Love Me Like You Do - From ""Fifty Shades Of Grey""|Love Me like You Do}","Love Me like You Do",,
"Artist","0.5","Artist-{dbpedia_5757|spotify_2466}","{[Frank Ocean]|[Frank Ocean]}","[Frank Ocean]",,
"Artist","1.0","Artist-{dbpedia_4547|spotify_13980}","{[Tiësto]|[Tiësto]}","[Tiësto]",,
"Artist","0.5","Artist-{dbpedia_6033|spotify_13016}","{[Cole Swindell]|[Cole Swindell]}","[Cole Swindell]",,
"Album","1.0","Album-{dbpedia_7554}","{Body Talk Pt. 1}","Body Talk Pt. 1",,
"Writer","1.0","Writer-{dbpedia_6701}","{Lee Soo-man}","Lee Soo-man",,
"Album","1.0","Album-{dbpedia_3833|musicbrainz_729}","{Come Around Sundown|Come Around Sundown}","Come Around Sundown",,
"Duration","1.0","Duration-{spotify_14013}","{179160.0}","179160.0",,
"Artist","1.0","Artist-{musicbrainz_33222|spotify_12238}","{[The Lumineers]|[The Lumineers]}","[The Lumineers]",,
"Writer","1.0","Writer-{dbpedia_7066}","{Danny O'Donoghue}","Danny O'Donoghue",,
"Name","0.3333333333333333","Name-{dbpedia_10094|dbpedia_10913|spotify_12136}","{Light It Up (Major Lazer song)|Light It Up (Major Lazer song)|Light It Up - Remix}","Light It Up - Remix",,
"Duration","1.0","Duration-{spotify_13915}","{203120.0}","203120.0",,
"Producer","1.0","Producer-{dbpedia_1684}","{Avicii,RAS,Infinity,John Feldmann}","Avicii,RAS,Infinity,John Feldmann",,
"Duration","0.5","Duration-{musicbrainz_747|spotify_15901}","{210000.0|210133.0}","210066.5",,
"Year","1.0","Year-{dbpedia_2658|spotify_6058}","{2016-01-01T00:00|2016-01-01T00:00}","2016-01-01T00:00",,
"Name","0.5","Name-{musicbrainz_11466|dbpedia_9758}","{Ich bin|Ich bin}","Ich bin",,
"Duration","0.5","Duration-{spotify_3333|musicbrainz_1947}","{239693.0|240000.0}","239846.5",,
"Artist","1.0","Artist-{dbpedia_3487|spotify_9702}","{[Jason Derulo]|[Jason Derulo]}","[Jason Derulo]",,
"Duration","1.0","Duration-{spotify_1140}","{251600.0}","251600.0",,
"RecordLabel","1.0","RecordLabel-{dbpedia_8849}","{Hollywood Records}","Hollywood Records",,
"Writer","1.0","Writer-{dbpedia_6702}","{KT Tunstall,Howe Gelb}","KT Tunstall,Howe Gelb",,
"Artist","0.6666666666666666","Artist-{spotify_9652|musicbrainz_28302|musicbrainz_28281}","{[The National]|[The National]|[The National]}","[The National]",,
"Name","0.0","Name-{dbpedia_102|spotify_16789}","{The Wind (Zac Brown Band song)|The Wind}","The Wind",,
"Name","0.2","Name-{musicbrainz_27392|musicbrainz_12439|spotify_401|dbpedia_4511|musicbrainz_27404}","{Final Masquerade (a cappella)|Final Masquerade|Final Masquerade|Final Masquerade|Final Masquerade (instrumental)}","Final Masquerade",,
"Genre","1.0","Genre-{musicbrainz_12401}","{pop}","pop",,
"Album","1.0","Album-{dbpedia_4664|musicbrainz_33209}","{The Lumineers|The Lumineers}","The Lumineers",,
"Duration","1.0","Duration-{spotify_18829}","{220808.0}","220808.0",,
"Album","1.0","Album-{musicbrainz_28523|musicbrainz_28548}","{The King Is Dead|The King Is Dead}","The King Is Dead",,
"RecordLabel","1.0","RecordLabel-{dbpedia_7615}","{Warner Bros. Records}","Warner Bros. Records",,
"Album","1.0","Album-{musicbrainz_7743}","{Magnifique}","Magnifique",,
"Year","0.6666666666666666","Year-{dbpedia_3836|dbpedia_7204|spotify_6021}","{2015-01-01T00:00|2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Genre","0.0","Genre-{dbpedia_765|musicbrainz_6164}","{Folk rock,Rock music|rock}","Folk rock,Rock music",,
"Writer","1.0","Writer-{dbpedia_575}","{Tommy Brown}","Tommy Brown",,
"Album","1.0","Album-{musicbrainz_5986|dbpedia_4263}","{The Industrialist|The Industrialist}","The Industrialist",,
"Duration","1.0","Duration-{musicbrainz_24458|spotify_19063}","{270000.0|270107.0}","270053.5",,
"Artist","0.0","Artist-{spotify_13900|dbpedia_3521}","{[Labrinth, Emeli Sandé]|[Labrinth]}","[Labrinth, Emeli Sandé]",,
"Year","1.0","Year-{spotify_10845|dbpedia_324}","{2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"Genre","0.0","Genre-{musicbrainz_1955|dbpedia_657}","{blues rock|Psychedelic rock,Garage rock}","Psychedelic rock,Garage rock",,
"Artist","0.5","Artist-{spotify_5528|musicbrainz_738}","{[Kings Of Leon]|[Kings Of Leon]}","[Kings Of Leon]",,
"Producer","0.5","Producer-{dbpedia_4070|dbpedia_5398}","{Hurby Azor|Hurby Azor}","Hurby Azor",,
"Genre","1.0","Genre-{musicbrainz_18760}","{indie rock}","indie rock",,
"Artist","0.0","Artist-{dbpedia_2873|spotify_8137}","{[Kygo]|[Kygo, Kodaline]}","[Kygo, Kodaline]",,
"Genre","0.0","Genre-{dbpedia_4537|musicbrainz_26555}","{Synthpop,New wave|marina the diamonds}","marina the diamonds",,
"Genre","0.0","Genre-{musicbrainz_3903|dbpedia_2191}","{anti-folk|Indie rock,Anti-folk,Indie pop,Indietronica}","Indie rock,Anti-folk,Indie pop,Indietronica",,
"Name","0.0","Name-{musicbrainz_1479|dbpedia_7449}","{Rearrange|Rearrange (song)}","Rearrange",,
"Year","1.0","Year-{spotify_14953|dbpedia_10422}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Year","0.0","Year-{dbpedia_781|spotify_4484}","{2010-01-01T00:00|2011-01-01T00:00}","2010-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_33831}","{There Is a Hell, Believe Me I've Seen It. There Is a Heaven, Let's Keep It a Secret}","There Is a Hell, Believe Me I've Seen It. There Is a Heaven, Let's Keep It a Secret",,
"Genre","1.0","Genre-{musicbrainz_11202}","{alternative rock}","alternative rock",,
"Year","1.0","Year-{spotify_18566|dbpedia_5145}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Genre","1.0","Genre-{dbpedia_11327}","{Country music}","Country music",,
"Name","0.5","Name-{spotify_15603|musicbrainz_16235}","{Horchata|Horchata}","Horchata",,
"Name","0.5","Name-{spotify_12690|musicbrainz_3889}","{If I'm James Dean, You're Audrey Hepburn|If I'm James Dean, You're Audrey Hepburn}","If I'm James Dean, You're Audrey Hepburn",,
"RecordLabel","1.0","RecordLabel-{dbpedia_4018}","{Fervent Records,Word Records}","Fervent Records,Word Records",,
"Year","0.5","Year-{musicbrainz_23985|spotify_1201}","{2011-01-01T00:00|2011-01-01T00:00}","2011-01-01T00:00",,
"Name","0.5","Name-{musicbrainz_14119|spotify_11787}","{White Rabbit|White Rabbit}","White Rabbit",,
"Writer","1.0","Writer-{dbpedia_578}","{Ariel Rechtshaid,Haim}","Ariel Rechtshaid,Haim",,
"Writer","1.0","Writer-{dbpedia_311}","{Bob Rock}","Bob Rock",,
"Producer","1.0","Producer-{dbpedia_9058}","{Wisin , Yandel}","Wisin , Yandel",,
"Duration","0.5","Duration-{musicbrainz_745|spotify_2553}","{309920.0|309920.0}","309920.0",,
"Genre","1.0","Genre-{dbpedia_1390}","{Folktronica}","Folktronica",,
"Album","1.0","Album-{musicbrainz_33834}","{Sempiternal}","Sempiternal",,
"Artist","1.0","Artist-{dbpedia_7874|musicbrainz_19512}","{[The Last Shadow Puppets]|[The Last Shadow Puppets]}","[The Last Shadow Puppets]",,
"Year","0.0","Year-{dbpedia_3444|spotify_13620}","{2011-01-01T00:00|2010-01-01T00:00}","2011-01-01T00:00",,
"Year","1.0","Year-{musicbrainz_27396|musicbrainz_27386|dbpedia_649}","{2014-01-01T00:00|2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Name","0.5","Name-{spotify_10867|dbpedia_6533}","{Backseat Freestyle|Backseat Freestyle}","Backseat Freestyle",,
"Genre","1.0","Genre-{dbpedia_8429}","{Country music}","Country music",,
"Album","1.0","Album-{musicbrainz_32636}","{Mr. Blue Sky: The Very Best of Electric Light Orchestra}","Mr. Blue Sky: The Very Best of Electric Light Orchestra",,
"RecordLabel","1.0","RecordLabel-{dbpedia_4019}","{Universal Music Group Nashville}","Universal Music Group Nashville",,
"Year","1.0","Year-{spotify_11640|dbpedia_5484}","{2010-01-01T00:00|2010-01-01T00:00}","2010-01-01T00:00",,
"Year","0.0","Year-{spotify_13900|dbpedia_3521}","{2013-01-01T00:00|2012-01-01T00:00}","2013-01-01T00:00",,
"Duration","1.0","Duration-{musicbrainz_429}","{210000.0}","210000.0",,
"Name","0.5","Name-{spotify_2467|musicbrainz_795}","{Love Love Love|Love Love Love}","Love Love Love",,
"Duration","1.0","Duration-{spotify_2370}","{252840.0}","252840.0",,
"Name","0.0","Name-{dbpedia_2779|musicbrainz_20915}","{Dream Lover (The Vaccines song)|Dream Lover}","Dream Lover",,
"Year","0.5","Year-{dbpedia_8971|spotify_14837}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Album","1.0","Album-{musicbrainz_13484|dbpedia_5561}","{Cry Baby|Cry Baby}","Cry Baby",,
"Album","1.0","Album-{dbpedia_268}","{Wild Ones,Good Feeling}","Wild Ones,Good Feeling",,
"Duration","0.6666666666666666","Duration-{spotify_19722|musicbrainz_2468|musicbrainz_2467}","{209387.0|210000.0|195000.0}","204795.66666666666",,
"Name","0.5","Name-{musicbrainz_11137|spotify_9712}","{Book of Revelation|Book of Revelation}","Book of Revelation",,
"Year","0.5","Year-{dbpedia_7652|spotify_7891}","{2013-01-01T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Name","0.0","Name-{spotify_12051|dbpedia_5567|spotify_4762}","{Show Me (feat. Chris Brown)|Show Me (Kid Ink song)|Show Me (feat. Trey Songz, Juicy J, 2 Chainz , Chris Brown) - Remix}","Show Me (Kid Ink song)",,
"Genre","0.5","Genre-{dbpedia_661|dbpedia_658}","{Hip hop,Trap music|Trap music,Hip hop}","Hip hop,Trap music",,
"Artist","0.5","Artist-{spotify_103|musicbrainz_5660}","{[Bayside]|[Bayside]}","[Bayside]",,
"Name","1.0","Name-{dbpedia_9504|spotify_12771}","{Trouble on My Mind|Trouble On My Mind}","Trouble on My Mind",,
"Name","0.25","Name-{dbpedia_385|musicbrainz_8504|musicbrainz_8515|musicbrainz_8514}","{Never Tear Us Apart|Never Tear Us Apart|Never Tear Us Apart (Soul version)|Never Tear Us Apart (orchestral instrumental)}","Never Tear Us Apart",,
"Duration","1.0","Duration-{musicbrainz_423}","{284840.0}","284840.0",,
"Year","1.0","Year-{dbpedia_4183|spotify_15080}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
"Album","1.0","Album-{dbpedia_9989}","{Extended Play}","Extended Play",,
"Album","1.0","Album-{musicbrainz_2845}","{A Bad Girl In Harlem,Alternative Energy, Volume 5}","A Bad Girl In Harlem,Alternative Energy, Volume 5",,
"Year","0.5","Year-{spotify_14973|musicbrainz_12641}","{2014-01-01T00:00|2014-01-01T00:00}","2014-01-01T00:00",,
"Album","0.5","Album-{musicbrainz_19196|dbpedia_311}","{Days Go By|Days Go By}","Days Go By",,
"Artist","0.0","Artist-{spotify_2325|dbpedia_2210}","{[Mac Miller, Blink-182]|[Blink-182]}","[Blink-182, Mac Miller]",,
"RecordLabel","1.0","RecordLabel-{dbpedia_1519}","{Prospect Park,Caroline Records}","Prospect Park,Caroline Records",,
"Genre","0.8571428571428571","Genre-{musicbrainz_6880|musicbrainz_6881|musicbrainz_6882|musicbrainz_6831|musicbrainz_6845|dbpedia_3540|musicbrainz_6848}","{united states|united states|united states|united states|united states|Power pop,Alternative rock|united states}","Power pop,Alternative rock",,
"RecordLabel","1.0","RecordLabel-{dbpedia_7610}","{Fueled by Ramen LLC}","Fueled by Ramen LLC",,
"Album","0.5","Album-{musicbrainz_33244|dbpedia_4331}","{Not Your Kind of People|Not Your Kind of People}","Not Your Kind of People",,
"RecordLabel","1.0","RecordLabel-{dbpedia_7876}","{RCA Records}","RCA Records",,
"Producer","0.5","Producer-{dbpedia_6622|dbpedia_8166}","{ScHoolboy Q,Schoolboy Q|Schoolboy Q,ScHoolboy Q}","ScHoolboy Q,Schoolboy Q",,
"Name","0.5","Name-{spotify_9771|dbpedia_11492}","{Bleed Red|Bleed Red}","Bleed Red",,
"Genre","1.0","Genre-{dbpedia_7229}","{Electropop}","Electropop",,
"RecordLabel","1.0","RecordLabel-{dbpedia_6412}","{Warner Bros. Records}","Warner Bros. Records",,
"RecordLabel","1.0","RecordLabel-{dbpedia_328}","{Roc Nation,Roc Nation Records}","Roc Nation,Roc Nation Records",,
"Year","0.3333333333333333","Year-{musicbrainz_14012|dbpedia_7516|spotify_4596}","{2012-01-01T00:00|2012-01-01T00:00|2012-01-01T00:00}","2012-01-01T00:00",,
"RecordLabel","1.0","RecordLabel-{dbpedia_6677}","{RCA Records}","RCA Records",,
"RecordLabel","1.0","RecordLabel-{dbpedia_4014}","{Sony Music Entertainment Inc.,RED Distribution, LLC,Odd Future Records}","Sony Music Entertainment Inc.,RED Distribution, LLC,Odd Future Records",,
"Name","0.3333333333333333","Name-{spotify_10979|musicbrainz_31959|dbpedia_1271}","{R U Mine?|R U Mine?|R U Mine?}","R U Mine?",,
"Name","0.5","Name-{spotify_16585|dbpedia_5194}","{Finding My Way Back|Finding My Way Back}","Finding My Way Back",,
"Genre","0.0","Genre-{dbpedia_5171|musicbrainz_1952}","{Psychedelic rock,Garage rock,Blues rock,Soul|blues rock}","Psychedelic rock,Garage rock,Blues rock,Soul",,
"Artist","0.0","Artist-{dbpedia_6274|spotify_9931}","{[Ariana Grande]|[Ariana Grande, Big Sean]}","[Ariana Grande, Big Sean]",,
"Name","0.5","Name-{musicbrainz_33654|spotify_17826}","{California Girls|California Girls}","California Girls",,
"Name","0.0","Name-{spotify_18704|dbpedia_1440|spotify_15804}","{The Lucky One|The Last Time (Taylor Swift song)|The Last Time}","The Lucky One",,
"Genre","1.0","Genre-{dbpedia_8425}","{Hip hop}","Hip hop",,
"Duration","1.0","Duration-{spotify_6072}","{203453.0}","203453.0",,
"RecordLabel","1.0","RecordLabel-{dbpedia_4015}","{Polydor Ltd. (UK)}","Polydor Ltd. (UK)",,
"RecordLabel","1.0","RecordLabel-{dbpedia_7874}","{Domino Recording Company}","Domino Recording Company",,
"Year","1.0","Year-{spotify_6966|dbpedia_3609}","{2015-01-01T00:00|2015-01-01T00:00}","2015-01-01T00:00",,
